Order ID,Order Date,City,Category,Quantity,Revenue (INR),Delivery Partner
11767,2026-07-01,Hyderabad,Groceries,6,594,RapidVan
11640,2026-07-01,Hyderabad,Groceries,2,192,CityLogix
12018,2026-07-01,Pune,Bakery,3,241,RapidVan
12978,2026-07-01,Hyderabad,Household Essentials,5,690,RapidVan
12477,2026-07-01,Bengaluru,Personal Care,6,810,RapidVan
11633,2026-07-01,Bengaluru,Frozen Foods,6,851,CityLogix
13745,2026-07-01,Hyderabad,Frozen Foods,4,542,CityLogix
12688,2026-07-01,Pune,Household Essentials,1,136,QuickDash
13651,2026-07-02,Chennai,Groceries,6,505,SwiftKart
12214,2026-07-02,Chennai,Groceries,4,326,LocalHub
13716,2026-07-02,Chennai,Beverages,5,209,LocalHub
12624,2026-07-02,Hyderabad,Frozen Foods,8,937,SwiftKart
11862,2026-07-02,Hyderabad,Snacks,1,57,LocalHub
13720,2026-07-02,Bengaluru,Bakery,1,67,RapidVan
11075,2026-07-02,Hyderabad,Baby Care,3,526,QuickDash
13431,2026-07-02,Bengaluru,Snacks,8,530,RapidVan
13034,2026-07-02,Hyderabad,Personal Care,7,1030,LocalHub
13006,2026-07-02,Chennai,Groceries,4,298,QuickDash
11278,2026-07-02,Chennai,Bakery,4,233,CityLogix
12670,2026-07-02,Bengaluru,Baby Care,3,643,RapidVan
13727,2026-07-02,Bengaluru,Beverages,6,286,RapidVan
13109,2026-07-02,Hyderabad,Frozen Foods,8,974,RapidVan
11531,2026-07-02,Bengaluru,Snacks,7,449,QuickDash
13028,2026-07-02,Bengaluru,Snacks,7,441,CityLogix
12081,2026-07-02,Chennai,Groceries,7,590,QuickDash
12907,2026-07-02,Pune,Snacks,6,424,LocalHub
11463,2026-07-02,Hyderabad,Frozen Foods,8,1056,RapidVan
12247,2026-07-02,Bengaluru,Snacks,3,180,RapidVan
12227,2026-07-02,Bengaluru,Frozen Foods,4,575,LocalHub
12228,2026-07-02,Pune,Dairy,2,124,RapidVan
11449,2026-07-02,Pune,Bakery,7,572,LocalHub
12871,2026-07-02,Pune,Dairy,8,548,CityLogix
11852,2026-07-02,Bengaluru,Household Essentials,7,904,QuickDash
12287,2026-07-02,Bengaluru,Frozen Foods,2,261,QuickDash
13559,2026-07-02,Bengaluru,Snacks,6,355,LocalHub
11123,2026-07-02,Pune,Baby Care,4,862,LocalHub
12848,2026-07-02,Bengaluru,Beverages,5,235,LocalHub
12042,2026-07-02,Hyderabad,Snacks,8,512,LocalHub
11099,2026-07-02,Hyderabad,Groceries,6,572,CityLogix
13704,2026-07-02,Pune,Personal Care,2,342,SwiftKart
11850,2026-07-02,Bengaluru,Baby Care,1,202,SwiftKart
13560,2026-07-02,Hyderabad,Personal Care,1,156,SwiftKart
12152,2026-07-02,Hyderabad,Household Essentials,2,215,RapidVan
13022,2026-07-02,Pune,Beverages,5,243,SwiftKart
12103,2026-07-02,Bengaluru,Frozen Foods,5,707,LocalHub
13107,2026-07-02,Chennai,Bakery,2,119,QuickDash
12895,2026-07-02,Pune,Snacks,1,72,RapidVan
11353,2026-07-02,Chennai,Household Essentials,7,729,RapidVan
12397,2026-07-02,Hyderabad,Dairy,1,58,CityLogix
11902,2026-07-02,Bengaluru,Bakery,5,411,CityLogix
13820,2026-07-02,Chennai,Groceries,4,327,RapidVan
12468,2026-07-02,Hyderabad,Household Essentials,2,228,RapidVan
13463,2026-07-02,Bengaluru,Dairy,6,344,RapidVan
13474,2026-07-02,Bengaluru,Groceries,7,645,CityLogix
11926,2026-07-02,Chennai,Groceries,35,2831,QuickDash
13759,2026-07-02,Hyderabad,Groceries,1,85,CityLogix
11383,2026-07-02,Hyderabad,Personal Care,5,779,SwiftKart
12545,2026-07-02,Hyderabad,Personal Care,6,901,SwiftKart
13822,2026-07-02,Chennai,Personal Care,4,498,QuickDash
12483,2026-07-02,Bengaluru,Groceries,2,181,CityLogix
13836,2026-07-02,Bengaluru,Frozen Foods,8,854,CityLogix
11016,2026-07-02,Hyderabad,Baby Care,1,192,QuickDash
11334,2026-07-02,Pune,Frozen Foods,6,893,RapidVan
11573,2026-07-02,Pune,Groceries,3,324,RapidVan
12981,2026-07-02,Bengaluru,Snacks,3,175,LocalHub
13175,2026-07-02,Bengaluru,Snacks,6,300,CityLogix
12331,2026-07-02,Bengaluru,Snacks,7,506,LocalHub
11335,2026-07-02,Bengaluru,Frozen Foods,8,913,CityLogix
11678,2026-07-02,Bengaluru,Snacks,5,310,QuickDash
11896,2026-07-02,Bengaluru,Snacks,6,321,QuickDash
13749,2026-07-02,Hyderabad,Household Essentials,2,234,SwiftKart
11000,2026-07-02,Bengaluru,Beverages,4,205,CityLogix
13256,2026-07-02,Hyderabad,Beverages,8,360,RapidVan
12355,2026-07-02,Bengaluru,Personal Care,1,159,RapidVan
12434,2026-07-02,Hyderabad,Groceries,42,3663,LocalHub
12842,2026-07-03,Bengaluru,Bakery,8,558,CityLogix
12642,2026-07-03,Bengaluru,Snacks,7,414,LocalHub
11563,2026-07-03,Pune,Groceries,2,216,RapidVan
11846,2026-07-03,Bengaluru,Snacks,2,122,RapidVan
12158,2026-07-03,Bengaluru,Bakery,2,160,CityLogix
12395,2026-07-03,Hyderabad,Groceries,6,610,SwiftKart
12020,2026-07-03,Chennai,Baby Care,1,172,CityLogix
11465,2026-07-03,Hyderabad,Groceries,3,292,QuickDash
11385,2026-07-03,Pune,Beverages,4,219,CityLogix
12396,2026-07-03,Chennai,Personal Care,1,116,SwiftKart
11769,2026-07-03,Chennai,Baby Care,1,171,SwiftKart
12159,2026-07-03,Bengaluru,Groceries,4,323,LocalHub
13812,2026-07-03,Bengaluru,Dairy,8,425,SwiftKart
11160,2026-07-03,Chennai,Groceries,1,76,CityLogix
11280,2026-07-03,Chennai,Groceries,6,490,LocalHub
13247,2026-07-03,Chennai,Groceries,6,464,LocalHub
13624,2026-07-03,Hyderabad,Snacks,6,341,SwiftKart
13627,2026-07-03,Chennai,Groceries,8,629,SwiftKart
11559,2026-07-03,Hyderabad,Groceries,6,494,RapidVan
13633,2026-07-03,Pune,Beverages,2,96,LocalHub
13083,2026-07-03,Bengaluru,Snacks,1,70,LocalHub
11906,2026-07-03,Hyderabad,Groceries,7,584,CityLogix
11564,2026-07-03,Pune,Bakery,7,652,RapidVan
11167,2026-07-03,Bengaluru,Snacks,7,386,QuickDash
11286,2026-07-03,Bengaluru,Household Essentials,2,248,CityLogix
12177,2026-07-03,Bengaluru,Beverages,4,199,SwiftKart
13636,2026-07-03,Chennai,Groceries,2,146,SwiftKart
13081,2026-07-03,Hyderabad,Personal Care,5,809,LocalHub
12023,2026-07-03,Chennai,Groceries,5,422,RapidVan
11189,2026-07-03,Pune,Dairy,4,281,SwiftKart
12808,2026-07-03,Pune,Frozen Foods,7,943,CityLogix
12428,2026-07-03,Hyderabad,Dairy,8,453,CityLogix
13571,2026-07-03,Chennai,Personal Care,1,133,QuickDash
11811,2026-07-03,Bengaluru,Personal Care,7,1131,QuickDash
12046,2026-07-03,Chennai,Frozen Foods,1,117,RapidVan
13210,2026-07-03,Bengaluru,Beverages,7,355,SwiftKart
11232,2026-07-03,Bengaluru,Baby Care,6,1344,SwiftKart
12743,2026-07-03,Chennai,Groceries,6,539,QuickDash
12746,2026-07-03,Hyderabad,Snacks,1,65,RapidVan
13239,2026-07-03,Hyderabad,Groceries,8,711,SwiftKart
13578,2026-07-03,Hyderabad,Snacks,6,349,QuickDash
12966,2026-07-03,Chennai,Frozen Foods,4,450,QuickDash
13213,2026-07-03,Hyderabad,Groceries,5,438,LocalHub
13442,2026-07-03,Bengaluru,Dairy,2,122,RapidVan
13030,2026-07-03,Chennai,Household Essentials,6,673,CityLogix
12773,2026-07-03,Bengaluru,Groceries,5,486,CityLogix
12061,2026-07-03,Bengaluru,Beverages,1,53,LocalHub
12423,2026-07-03,Bengaluru,Frozen Foods,2,275,LocalHub
11221,2026-07-03,Hyderabad,Beverages,3,126,RapidVan
12953,2026-07-03,Bengaluru,Bakery,2,138,CityLogix
12105,2026-07-03,Hyderabad,Household Essentials,8,1063,RapidVan
12148,2026-07-03,Bengaluru,Personal Care,7,1063,SwiftKart
10970,2026-07-03,Hyderabad,Snacks,3,166,RapidVan
13466,2026-07-03,Bengaluru,Dairy,5,271,SwiftKart
11837,2026-07-03,Bengaluru,Beverages,2,93,CityLogix
13553,2026-07-03,Bengaluru,Snacks,2,127,CityLogix
11903,2026-07-03,Chennai,Personal Care,3,334,QuickDash
12823,2026-07-03,Pune,Snacks,5,358,QuickDash
13065,2026-07-03,Chennai,Snacks,3,147,LocalHub
12150,2026-07-03,Hyderabad,Baby Care,7,1455,QuickDash
13009,2026-07-03,Bengaluru,Snacks,6,408,LocalHub
13604,2026-07-03,Pune,Household Essentials,2,263,SwiftKart
11207,2026-07-03,Chennai,Groceries,4,358,CityLogix
12817,2026-07-03,Pune,Bakery,8,615,CityLogix
11210,2026-07-03,Hyderabad,Beverages,8,380,QuickDash
12731,2026-07-03,Hyderabad,Snacks,5,330,SwiftKart
13557,2026-07-03,Hyderabad,Baby Care,4,825,LocalHub
12106,2026-07-03,Bengaluru,Groceries,2,171,SwiftKart
11262,2026-07-03,Chennai,Frozen Foods,3,346,RapidVan
11832,2026-07-03,Bengaluru,Groceries,1,95,SwiftKart
11920,2026-07-03,Bengaluru,Snacks,6,393,CityLogix
13267,2026-07-03,Chennai,Beverages,5,199,SwiftKart
12538,2026-07-03,Chennai,Groceries,3,271,LocalHub
13282,2026-07-03,Chennai,Frozen Foods,7,818,SwiftKart
11701,2026-07-03,Pune,Beverages,1,47,SwiftKart
11935,2026-07-03,Bengaluru,Groceries,2,190,SwiftKart
11860,2026-07-03,Hyderabad,Beverages,5,228,QuickDash
12551,2026-07-03,Bengaluru,Bakery,8,646,CityLogix
13260,2026-07-03,Chennai,Personal Care,2,281,QuickDash
11032,2026-07-03,Bengaluru,Snacks,8,455,RapidVan
11400,2026-07-03,Bengaluru,Frozen Foods,6,714,QuickDash
11710,2026-07-03,Bengaluru,Household Essentials,4,406,RapidVan
13710,2026-07-03,Chennai,Groceries,4,337,CityLogix
11823,2026-07-03,Chennai,Bakery,8,450,QuickDash
12317,2026-07-03,Bengaluru,Beverages,6,288,RapidVan
11026,2026-07-03,Hyderabad,Bakery,2,129,CityLogix
12990,2026-07-03,Hyderabad,Beverages,1,52,CityLogix
11858,2026-07-03,Hyderabad,Personal Care,6,967,RapidVan
11080,2026-07-03,Hyderabad,Groceries,1,93,SwiftKart
13698,2026-07-03,Hyderabad,Dairy,6,293,LocalHub
12268,2026-07-03,Bengaluru,Frozen Foods,1,112,QuickDash
11396,2026-07-03,Chennai,Dairy,8,365,RapidVan
11054,2026-07-03,Bengaluru,Snacks,4,235,QuickDash
13747,2026-07-03,Bengaluru,Personal Care,5,731,QuickDash
11533,2026-07-03,Bengaluru,Bakery,6,432,CityLogix
11332,2026-07-03,Bengaluru,Personal Care,6,1031,CityLogix
13736,2026-07-03,Chennai,Groceries,8,680,CityLogix
12292,2026-07-03,Chennai,Groceries,2,163,LocalHub
11688,2026-07-03,Hyderabad,Frozen Foods,3,396,QuickDash
12281,2026-07-03,Bengaluru,Baby Care,4,732,SwiftKart
11337,2026-07-03,Pune,Dairy,2,135,QuickDash
11044,2026-07-03,Chennai,Groceries,5,418,SwiftKart
11690,2026-07-03,Bengaluru,Groceries,2,174,CityLogix
12561,2026-07-03,Hyderabad,Frozen Foods,1,132,QuickDash
13491,2026-07-03,Bengaluru,Dairy,5,219,QuickDash
12296,2026-07-03,Bengaluru,Snacks,4,255,CityLogix
12444,2026-07-03,Bengaluru,Snacks,4,229,SwiftKart
12298,2026-07-03,Chennai,Frozen Foods,1,120,SwiftKart
12598,2026-07-03,Bengaluru,Snacks,2,124,LocalHub
11161,2026-07-03,Bengaluru,Household Essentials,7,975,RapidVan
13098,2026-07-03,Chennai,Frozen Foods,6,705,SwiftKart
13798,2026-07-03,Chennai,Groceries,4,339,QuickDash
13110,2026-07-03,Pune,Snacks,2,142,QuickDash
12511,2026-07-03,Chennai,Groceries,2,129,CityLogix
12329,2026-07-03,Pune,Baby Care,5,1126,LocalHub
11661,2026-07-03,Pune,Snacks,7,461,RapidVan
13676,2026-07-03,Pune,Bakery,1,80,QuickDash
12516,2026-07-03,Bengaluru,Snacks,1,69,SwiftKart
12878,2026-07-03,Bengaluru,Beverages,3,153,RapidVan
13526,2026-07-03,Hyderabad,Groceries,1,91,LocalHub
11729,2026-07-03,Hyderabad,Groceries,5,401,SwiftKart
13668,2026-07-03,Chennai,Groceries,2,142,CityLogix
12522,2026-07-03,Bengaluru,Household Essentials,7,842,CityLogix
12343,2026-07-03,Pune,Bakery,4,330,RapidVan
12932,2026-07-03,Chennai,Groceries,3,253,LocalHub
11927,2026-07-03,Hyderabad,Dairy,8,453,LocalHub
13791,2026-07-03,Hyderabad,Dairy,8,415,CityLogix
11727,2026-07-03,Hyderabad,Household Essentials,7,840,SwiftKart
11666,2026-07-03,Hyderabad,Groceries,1,83,CityLogix
13413,2026-07-03,Hyderabad,Household Essentials,1,109,LocalHub
12926,2026-07-03,Chennai,Groceries,3,244,QuickDash
13089,2026-07-03,Pune,Groceries,6,589,RapidVan
12238,2026-07-03,Chennai,Groceries,1,89,QuickDash
12502,2026-07-03,Bengaluru,Snacks,5,330,CityLogix
13693,2026-07-03,Bengaluru,Personal Care,1,165,RapidVan
11294,2026-07-03,Chennai,Snacks,5,307,SwiftKart
12870,2026-07-04,Hyderabad,Dairy,2,108,RapidVan
12861,2026-07-04,Hyderabad,Household Essentials,3,323,LocalHub
13378,2026-07-04,Bengaluru,Snacks,4,246,SwiftKart
11391,2026-07-04,Chennai,Groceries,8,668,CityLogix
11998,2026-07-04,Chennai,Household Essentials,5,488,LocalHub
13438,2026-07-04,Chennai,Personal Care,8,1136,LocalHub
11288,2026-07-04,Bengaluru,Beverages,7,314,LocalHub
12857,2026-07-04,Chennai,Groceries,3,250,LocalHub
13489,2026-07-04,Hyderabad,Dairy,4,239,RapidVan
11974,2026-07-04,Bengaluru,Bakery,2,134,RapidVan
11390,2026-07-04,Hyderabad,Groceries,8,769,SwiftKart
12961,2026-07-04,Chennai,Groceries,2,140,LocalHub
13414,2026-07-04,Bengaluru,Snacks,1,66,CityLogix
11970,2026-07-04,Hyderabad,Bakery,7,546,QuickDash
13480,2026-07-04,Chennai,Snacks,7,387,QuickDash
11969,2026-07-04,Pune,Household Essentials,8,1084,QuickDash
13481,2026-07-04,Pune,Snacks,2,138,RapidVan
12851,2026-07-04,Hyderabad,Personal Care,3,494,RapidVan
12820,2026-07-04,Chennai,Beverages,7,293,QuickDash
13016,2026-07-04,Pune,Household Essentials,4,580,CityLogix
11318,2026-07-04,Bengaluru,Baby Care,4,790,LocalHub
13522,2026-07-04,Chennai,Groceries,1,74,RapidVan
12905,2026-07-04,Chennai,Groceries,8,651,RapidVan
12013,2026-07-04,Hyderabad,Household Essentials,1,99,RapidVan
11900,2026-07-04,Hyderabad,Snacks,5,301,LocalHub
11829,2026-07-04,Hyderabad,Beverages,8,369,RapidVan
11865,2026-07-04,Chennai,Groceries,7,541,SwiftKart
12835,2026-07-04,Hyderabad,Groceries,5,425,RapidVan
13456,2026-07-04,Bengaluru,Snacks,1,56,RapidVan
11256,2026-07-04,Bengaluru,Snacks,5,335,CityLogix
13538,2026-07-04,Bengaluru,Personal Care,8,1161,QuickDash
12971,2026-07-04,Bengaluru,Personal Care,5,765,CityLogix
12065,2026-07-04,Bengaluru,Dairy,7,353,LocalHub
12557,2026-07-04,Bengaluru,Snacks,6,393,SwiftKart
11539,2026-07-04,Chennai,Groceries,3,232,RapidVan
11048,2026-07-04,Bengaluru,Dairy,3,180,CityLogix
12290,2026-07-04,Hyderabad,Dairy,1,61,SwiftKart
13275,2026-07-04,Bengaluru,Snacks,8,503,SwiftKart
11067,2026-07-04,Pune,Dairy,3,180,QuickDash
13726,2026-07-04,Pune,Baby Care,7,1524,LocalHub
12277,2026-07-04,Bengaluru,Baby Care,7,1413,CityLogix
13141,2026-07-04,Hyderabad,Snacks,4,224,SwiftKart
11074,2026-07-04,Pune,Bakery,8,540,SwiftKart
13281,2026-07-04,Chennai,Groceries,6,430,LocalHub
12300,2026-07-04,Bengaluru,Beverages,3,143,LocalHub
13715,2026-07-04,Hyderabad,Frozen Foods,1,135,QuickDash
13292,2026-07-04,Bengaluru,Dairy,8,436,RapidVan
11091,2026-07-04,Bengaluru,Groceries,2,191,CityLogix
11093,2026-07-04,Hyderabad,Household Essentials,2,255,LocalHub
12591,2026-07-04,Pune,Snacks,2,114,RapidVan
12593,2026-07-04,Hyderabad,Groceries,7,611,SwiftKart
12059,2026-07-04,Chennai,Groceries,8,570,QuickDash
13701,2026-07-04,Hyderabad,Baby Care,1,178,LocalHub
12241,2026-07-04,Chennai,Groceries,33,2521,CityLogix
12240,2026-07-04,Hyderabad,Frozen Foods,7,839,LocalHub
11108,2026-07-04,Bengaluru,Household Essentials,1,134,CityLogix
11115,2026-07-04,Pune,Bakery,1,82,CityLogix
12253,2026-07-04,Pune,Groceries,8,776,LocalHub
13154,2026-07-04,Chennai,Groceries,8,707,CityLogix
12314,2026-07-04,Hyderabad,Bakery,1,70,RapidVan
12539,2026-07-04,Chennai,Groceries,5,378,SwiftKart
11598,2026-07-04,Pune,Snacks,6,424,QuickDash
13238,2026-07-04,Pune,Baby Care,4,968,QuickDash
11613,2026-07-04,Hyderabad,Snacks,8,496,CityLogix
12454,2026-07-04,Bengaluru,Snacks,4,274,SwiftKart
12426,2026-07-04,Bengaluru,Groceries,2,150,SwiftKart
11623,2026-07-04,Hyderabad,Bakery,3,208,CityLogix
10960,2026-07-04,Hyderabad,Groceries,1,84,LocalHub
12461,2026-07-04,Chennai,Groceries,4,326,CityLogix
11627,2026-07-04,Bengaluru,Dairy,3,156,SwiftKart
12464,2026-07-04,Hyderabad,Snacks,7,428,QuickDash
13204,2026-07-04,Hyderabad,Snacks,2,121,CityLogix
12473,2026-07-04,Hyderabad,Household Essentials,7,789,CityLogix
11637,2026-07-04,Bengaluru,Snacks,7,453,SwiftKart
10981,2026-07-04,Chennai,Beverages,1,41,QuickDash
12489,2026-07-04,Hyderabad,Frozen Foods,6,767,LocalHub
13189,2026-07-04,Bengaluru,Frozen Foods,3,405,RapidVan
13814,2026-07-04,Chennai,Dairy,8,442,QuickDash
11555,2026-07-04,Hyderabad,Baby Care,6,1177,RapidVan
11002,2026-07-04,Hyderabad,Snacks,8,539,RapidVan
13786,2026-07-04,Bengaluru,Dairy,3,166,SwiftKart
12347,2026-07-04,Pune,Beverages,3,151,LocalHub
11548,2026-07-04,Pune,Groceries,4,406,LocalHub
11672,2026-07-04,Bengaluru,Snacks,8,476,RapidVan
12332,2026-07-04,Bengaluru,Dairy,6,353,CityLogix
12322,2026-07-04,Bengaluru,Personal Care,6,925,SwiftKart
11119,2026-07-04,Hyderabad,Personal Care,2,321,SwiftKart
13681,2026-07-04,Pune,Baby Care,3,660,LocalHub
11711,2026-07-04,Pune,Snacks,3,175,LocalHub
12683,2026-07-04,Hyderabad,Personal Care,5,757,LocalHub
13334,2026-07-04,Hyderabad,Snacks,1,70,SwiftKart
11792,2026-07-04,Hyderabad,Personal Care,4,589,RapidVan
11168,2026-07-04,Bengaluru,Household Essentials,3,398,RapidVan
11171,2026-07-04,Chennai,Household Essentials,1,96,SwiftKart
11448,2026-07-04,Hyderabad,Dairy,6,282,QuickDash
13356,2026-07-04,Pune,Dairy,2,107,QuickDash
13621,2026-07-04,Hyderabad,Household Essentials,7,806,RapidVan
13620,2026-07-04,Chennai,Snacks,7,373,LocalHub
12162,2026-07-04,Hyderabad,Household Essentials,5,585,LocalHub
11126,2026-07-04,Hyderabad,Baby Care,6,1182,SwiftKart
11772,2026-07-04,Hyderabad,Bakery,8,694,LocalHub
12136,2026-07-04,Pune,Groceries,2,204,QuickDash
11776,2026-07-04,Hyderabad,Bakery,5,334,LocalHub
11785,2026-07-04,Chennai,Dairy,8,357,LocalHub
12715,2026-07-04,Bengaluru,Snacks,1,57,SwiftKart
11794,2026-07-04,Pune,Beverages,8,424,SwiftKart
13049,2026-07-04,Chennai,Groceries,8,649,RapidVan
12119,2026-07-04,Hyderabad,Beverages,3,127,LocalHub
11227,2026-07-04,Pune,Snacks,3,219,CityLogix
11496,2026-07-04,Bengaluru,Dairy,3,151,QuickDash
11760,2026-07-04,Bengaluru,Baby Care,8,1333,QuickDash
11480,2026-07-04,Hyderabad,Groceries,3,293,CityLogix
12196,2026-07-04,Bengaluru,Household Essentials,6,736,QuickDash
12090,2026-07-04,Chennai,Dairy,5,253,RapidVan
13654,2026-07-04,Hyderabad,Beverages,5,229,QuickDash
12640,2026-07-04,Hyderabad,Dairy,4,225,QuickDash
12636,2026-07-04,Bengaluru,Personal Care,6,917,CityLogix
13644,2026-07-04,Hyderabad,Baby Care,4,753,LocalHub
11146,2026-07-04,Pune,Beverages,5,253,LocalHub
12741,2026-07-04,Hyderabad,Personal Care,7,1013,SwiftKart
11804,2026-07-05,Bengaluru,Beverages,6,282,LocalHub
13380,2026-07-05,Bengaluru,Snacks,8,471,SwiftKart
13367,2026-07-05,Chennai,Groceries,6,426,SwiftKart
13182,2026-07-05,Pune,Groceries,6,639,RapidVan
13439,2026-07-05,Bengaluru,Snacks,2,137,CityLogix
13038,2026-07-05,Hyderabad,Groceries,1,92,RapidVan
11791,2026-07-05,Bengaluru,Baby Care,1,214,LocalHub
13250,2026-07-05,Pune,Personal Care,8,1163,SwiftKart
11447,2026-07-05,Chennai,Groceries,7,507,SwiftKart
13043,2026-07-05,Chennai,Groceries,6,514,LocalHub
11793,2026-07-05,Chennai,Groceries,8,627,CityLogix
11653,2026-07-05,Hyderabad,Bakery,7,479,CityLogix
11796,2026-07-05,Bengaluru,Snacks,6,339,QuickDash
11616,2026-07-05,Chennai,Groceries,38,3034,LocalHub
13198,2026-07-05,Pune,Bakery,6,431,QuickDash
13312,2026-07-05,Bengaluru,Beverages,4,181,SwiftKart
13350,2026-07-05,Chennai,Personal Care,3,450,LocalHub
13117,2026-07-05,Pune,Snacks,1,71,QuickDash
13300,2026-07-05,Chennai,Frozen Foods,6,681,SwiftKart
13113,2026-07-05,Bengaluru,Household Essentials,4,493,RapidVan
13112,2026-07-05,Hyderabad,Personal Care,6,935,QuickDash
11851,2026-07-05,Chennai,Frozen Foods,4,448,LocalHub
13105,2026-07-05,Bengaluru,Groceries,6,542,CityLogix
13293,2026-07-05,Pune,Bakery,4,300,LocalHub
13128,2026-07-05,Chennai,Dairy,8,426,QuickDash
11694,2026-07-05,Bengaluru,Baby Care,5,959,SwiftKart
13330,2026-07-05,Hyderabad,Groceries,4,327,RapidVan
11477,2026-07-05,Hyderabad,Dairy,4,237,RapidVan
11868,2026-07-05,Bengaluru,Snacks,1,65,CityLogix
13434,2026-07-05,Bengaluru,Snacks,4,241,QuickDash
13395,2026-07-05,Bengaluru,Snacks,1,69,QuickDash
11845,2026-07-05,Hyderabad,Frozen Foods,5,580,QuickDash
13142,2026-07-05,Chennai,Groceries,6,502,QuickDash
13266,2026-07-05,Pune,Beverages,3,177,QuickDash
11473,2026-07-05,Pune,Beverages,1,55,CityLogix
11763,2026-07-05,Hyderabad,Beverages,8,347,RapidVan
13264,2026-07-05,Hyderabad,Groceries,3,287,RapidVan
13156,2026-07-05,Hyderabad,Beverages,7,296,CityLogix
13076,2026-07-05,Hyderabad,Groceries,1,90,CityLogix
13341,2026-07-05,Hyderabad,Beverages,1,43,LocalHub
13172,2026-07-05,Chennai,Beverages,2,82,QuickDash
11692,2026-07-05,Hyderabad,Snacks,5,312,RapidVan
11268,2026-07-05,Chennai,Household Essentials,1,109,SwiftKart
