Order ID,Order Date,City,Category,Quantity,Revenue (INR),Delivery Partner
11699,2026-08-01,Bengaluru,Dairy,7,352,SwiftKart
11401,2026-08-01,Bengaluru,Beverages,7,329,RapidVan
12989,2026-08-01,Hyderabad,Frozen Foods,3,373,QuickDash
12678,2026-08-01,Hyderabad,Personal Care,3,409,SwiftKart
10988,2026-08-01,Hyderabad,Dairy,2,103,CityLogix
12479,2026-08-01,Chennai,Groceries,8,699,LocalHub
12466,2026-08-01,Chennai,Groceries,4,347,QuickDash
10377,2026-08-01,Bengaluru,Snacks,4,243,SwiftKart
11163,2026-08-01,Bengaluru,Household Essentials,3,347,RapidVan
12872,2026-08-01,Hyderabad,Personal Care,1,149,RapidVan
12675,2026-08-01,Hyderabad,Bakery,6,365,QuickDash
11658,2026-08-01,Chennai,Groceries,8,678,SwiftKart
12632,2026-08-01,Hyderabad,Snacks,5,297,LocalHub
10984,2026-08-01,Bengaluru,Household Essentials,3,364,SwiftKart
11685,2026-08-01,Bengaluru,Household Essentials,6,761,RapidVan
10439,2026-08-01,Bengaluru,Personal Care,5,729,SwiftKart
11031,2026-08-01,Hyderabad,Personal Care,6,888,CityLogix
11986,2026-08-01,Bengaluru,Snacks,7,439,CityLogix
12103,2026-08-01,Bengaluru,Personal Care,2,291,SwiftKart
11189,2026-08-01,Bengaluru,Groceries,2,175,CityLogix
12566,2026-08-01,Bengaluru,Frozen Foods,7,884,QuickDash
10808,2026-08-01,Bengaluru,Groceries,5,451,SwiftKart
11205,2026-08-01,Hyderabad,Groceries,3,235,CityLogix
10111,2026-08-01,Hyderabad,Household Essentials,4,492,RapidVan
12885,2026-08-01,Bengaluru,Bakery,2,142,LocalHub
11123,2026-08-01,Chennai,Groceries,2,195,RapidVan
10793,2026-08-01,Bengaluru,Dairy,5,257,SwiftKart
12163,2026-08-01,Pune,Bakery,4,266,LocalHub
10669,2026-08-01,Hyderabad,Household Essentials,8,885,CityLogix
12773,2026-08-01,Hyderabad,Groceries,5,417,RapidVan
12551,2026-08-01,Bengaluru,Personal Care,7,927,QuickDash
12764,2026-08-01,Hyderabad,Personal Care,7,1105,RapidVan
12754,2026-08-01,Chennai,Groceries,7,568,RapidVan
12895,2026-08-01,Bengaluru,Snacks,1,57,LocalHub
12557,2026-08-01,Bengaluru,Bakery,5,382,RapidVan
12758,2026-08-01,Pune,Groceries,5,451,CityLogix
11113,2026-08-01,Hyderabad,Personal Care,4,626,LocalHub
12024,2026-08-01,Hyderabad,Dairy,4,239,SwiftKart
12606,2026-08-01,Pune,Snacks,2,129,RapidVan
12757,2026-08-01,Hyderabad,Beverages,1,45,RapidVan
12041,2026-08-01,Bengaluru,Groceries,6,514,CityLogix
10835,2026-08-01,Pune,Dairy,7,346,SwiftKart
10458,2026-08-01,Chennai,Groceries,1,92,RapidVan
12109,2026-08-01,Chennai,Groceries,2,154,RapidVan
12184,2026-08-01,Bengaluru,Household Essentials,6,640,RapidVan
10158,2026-08-01,Pune,Bakery,2,118,LocalHub
10097,2026-08-01,Bengaluru,Snacks,7,371,CityLogix
12530,2026-08-01,Hyderabad,Dairy,5,251,LocalHub
11942,2026-08-01,Hyderabad,Snacks,2,126,LocalHub
10662,2026-08-01,Pune,Frozen Foods,3,369,RapidVan
10825,2026-08-01,Bengaluru,Snacks,2,118,RapidVan
12594,2026-08-01,Hyderabad,Dairy,1,50,CityLogix
10661,2026-08-01,Chennai,Beverages,2,88,CityLogix
11150,2026-08-01,Chennai,Groceries,5,486,RapidVan
10093,2026-08-02,Bengaluru,Beverages,6,316,RapidVan
10335,2026-08-02,Pune,Personal Care,6,872,RapidVan
11412,2026-08-02,Bengaluru,Dairy,3,147,SwiftKart
10994,2026-08-02,Chennai,Groceries,6,574,SwiftKart
11520,2026-08-02,Bengaluru,Baby Care,2,397,SwiftKart
11429,2026-08-02,Bengaluru,Dairy,3,175,CityLogix
12058,2026-08-02,Chennai,Groceries,4,329,SwiftKart
11682,2026-08-02,Hyderabad,Groceries,8,689,CityLogix
11222,2026-08-02,Bengaluru,Personal Care,1,157,RapidVan
10952,2026-08-02,Bengaluru,Groceries,2,166,QuickDash
12138,2026-08-02,Pune,Baby Care,1,236,RapidVan
10273,2026-08-02,Pune,Baby Care,5,1005,SwiftKart
11059,2026-08-02,Bengaluru,Snacks,7,425,RapidVan
12630,2026-08-02,Hyderabad,Beverages,7,306,QuickDash
12338,2026-08-02,Chennai,Groceries,4,345,RapidVan
12808,2026-08-02,Hyderabad,Baby Care,3,510,RapidVan
11512,2026-08-02,Pune,Personal Care,8,1178,SwiftKart
12048,2026-08-02,Chennai,Groceries,1,101,SwiftKart
10463,2026-08-02,Pune,Dairy,8,474,RapidVan
12583,2026-08-02,Bengaluru,Dairy,8,404,CityLogix
13069,2026-08-02,Hyderabad,Beverages,2,90,LocalHub
10484,2026-08-02,Bengaluru,Groceries,2,192,RapidVan
11675,2026-08-02,Hyderabad,Bakery,5,334,QuickDash
11127,2026-08-02,Hyderabad,Dairy,4,212,QuickDash
11674,2026-08-02,Bengaluru,Dairy,6,318,LocalHub
10491,2026-08-02,Pune,Bakery,7,487,LocalHub
11037,2026-08-02,Chennai,Groceries,8,724,QuickDash
10748,2026-08-02,Bengaluru,Snacks,6,348,SwiftKart
11570,2026-08-02,Bengaluru,Snacks,7,391,SwiftKart
12969,2026-08-02,Bengaluru,Bakery,1,66,QuickDash
10996,2026-08-02,Bengaluru,Household Essentials,7,874,QuickDash
12638,2026-08-02,Bengaluru,Frozen Foods,6,838,SwiftKart
11453,2026-08-02,Chennai,Groceries,2,166,RapidVan
10545,2026-08-02,Chennai,Dairy,4,245,QuickDash
12463,2026-08-02,Hyderabad,Baby Care,3,677,QuickDash
11634,2026-08-02,Hyderabad,Household Essentials,8,715,LocalHub
11636,2026-08-02,Hyderabad,Beverages,5,242,SwiftKart
11557,2026-08-02,Pune,Household Essentials,4,491,CityLogix
12361,2026-08-02,Hyderabad,Snacks,3,218,CityLogix
12945,2026-08-02,Bengaluru,Dairy,7,374,CityLogix
12859,2026-08-02,Pune,Beverages,8,304,QuickDash
11009,2026-08-02,Hyderabad,Snacks,5,296,LocalHub
10742,2026-08-02,Hyderabad,Groceries,7,562,CityLogix
12672,2026-08-02,Bengaluru,Baby Care,3,521,LocalHub
10297,2026-08-02,Hyderabad,Baby Care,1,191,LocalHub
11207,2026-08-02,Pune,Beverages,3,139,CityLogix
11442,2026-08-02,Hyderabad,Household Essentials,6,671,RapidVan
11662,2026-08-02,Bengaluru,Snacks,7,360,RapidVan
10975,2026-08-02,Hyderabad,Snacks,7,433,QuickDash
12074,2026-08-02,Bengaluru,Snacks,7,427,RapidVan
12891,2026-08-02,Hyderabad,Snacks,4,209,QuickDash
11096,2026-08-02,Chennai,Groceries,1,92,RapidVan
12333,2026-08-02,Hyderabad,Dairy,8,496,QuickDash
11673,2026-08-02,Chennai,Groceries,7,599,SwiftKart
11081,2026-08-02,Chennai,Groceries,5,489,RapidVan
12215,2026-08-02,Bengaluru,Snacks,5,325,CityLogix
11354,2026-08-02,Chennai,Groceries,8,674,CityLogix
11952,2026-08-02,Bengaluru,Dairy,3,152,LocalHub
11806,2026-08-02,Bengaluru,Household Essentials,8,1012,RapidVan
11103,2026-08-02,Pune,Groceries,2,160,CityLogix
10874,2026-08-02,Chennai,Household Essentials,3,384,CityLogix
12430,2026-08-02,Bengaluru,Snacks,5,281,SwiftKart
10131,2026-08-02,Chennai,Groceries,3,307,CityLogix
11351,2026-08-02,Pune,Frozen Foods,4,565,SwiftKart
12749,2026-08-02,Bengaluru,Beverages,5,241,RapidVan
11820,2026-08-02,Pune,Groceries,5,445,SwiftKart
12276,2026-08-02,Bengaluru,Groceries,7,587,SwiftKart
10209,2026-08-02,Hyderabad,Beverages,6,293,QuickDash
12884,2026-08-02,Chennai,Beverages,6,266,QuickDash
10865,2026-08-02,Pune,Baby Care,3,615,QuickDash
12743,2026-08-02,Hyderabad,Snacks,8,454,SwiftKart
12538,2026-08-02,Bengaluru,Dairy,6,360,SwiftKart
10658,2026-08-02,Pune,Snacks,8,486,SwiftKart
11333,2026-08-02,Hyderabad,Groceries,1,87,RapidVan
11098,2026-08-02,Hyderabad,Bakery,1,57,SwiftKart
11845,2026-08-02,Bengaluru,Beverages,2,89,RapidVan
10862,2026-08-02,Pune,Personal Care,1,159,QuickDash
11099,2026-08-02,Pune,Beverages,1,45,LocalHub
10198,2026-08-02,Pune,Snacks,4,253,CityLogix
12256,2026-08-02,Chennai,Dairy,1,56,CityLogix
11959,2026-08-02,Hyderabad,Personal Care,7,1012,CityLogix
12702,2026-08-02,Bengaluru,Snacks,7,398,SwiftKart
12824,2026-08-02,Hyderabad,Personal Care,7,1110,RapidVan
12926,2026-08-02,Pune,Baby Care,6,1196,CityLogix
12837,2026-08-02,Hyderabad,Frozen Foods,5,667,LocalHub
13000,2026-08-02,Hyderabad,Groceries,3,270,QuickDash
10602,2026-08-02,Hyderabad,Groceries,5,430,RapidVan
12629,2026-08-02,Hyderabad,Bakery,3,194,LocalHub
12322,2026-08-02,Bengaluru,Household Essentials,1,114,SwiftKart
11298,2026-08-02,Hyderabad,Personal Care,7,1062,RapidVan
10133,2026-08-02,Bengaluru,Groceries,7,654,CityLogix
10502,2026-08-02,Pune,Beverages,8,376,QuickDash
10923,2026-08-02,Bengaluru,Dairy,3,181,SwiftKart
10828,2026-08-02,Bengaluru,Personal Care,6,874,SwiftKart
12312,2026-08-02,Hyderabad,Bakery,5,365,CityLogix
12495,2026-08-02,Chennai,Bakery,7,526,RapidVan
10182,2026-08-02,Chennai,Bakery,6,442,LocalHub
10192,2026-08-02,Hyderabad,Dairy,5,287,SwiftKart
12501,2026-08-02,Hyderabad,Frozen Foods,6,805,LocalHub
12547,2026-08-02,Hyderabad,Beverages,5,219,LocalHub
11321,2026-08-02,Chennai,Groceries,7,661,RapidVan
10403,2026-08-02,Chennai,Groceries,8,710,CityLogix
12189,2026-08-02,Bengaluru,Beverages,2,88,SwiftKart
10612,2026-08-02,Bengaluru,Snacks,7,445,CityLogix
10614,2026-08-02,Bengaluru,Snacks,3,171,LocalHub
11756,2026-08-02,Hyderabad,Dairy,6,325,RapidVan
10791,2026-08-02,Chennai,Bakery,4,357,RapidVan
11770,2026-08-02,Pune,Groceries,6,469,QuickDash
11776,2026-08-02,Hyderabad,Snacks,6,383,LocalHub
10349,2026-08-03,Hyderabad,Dairy,2,95,SwiftKart
11317,2026-08-03,Hyderabad,Groceries,2,146,CityLogix
11482,2026-08-03,Chennai,Groceries,6,492,LocalHub
12590,2026-08-03,Chennai,Personal Care,5,783,LocalHub
11032,2026-08-03,Pune,Household Essentials,5,678,QuickDash
11097,2026-08-03,Hyderabad,Groceries,5,494,QuickDash
11395,2026-08-03,Hyderabad,Frozen Foods,8,1006,LocalHub
10446,2026-08-03,Hyderabad,Frozen Foods,8,1081,LocalHub
11387,2026-08-03,Bengaluru,Personal Care,1,153,RapidVan
11406,2026-08-03,Hyderabad,Snacks,6,358,RapidVan
11385,2026-08-03,Pune,Bakery,3,233,RapidVan
11058,2026-08-03,Pune,Snacks,6,317,SwiftKart
12492,2026-08-03,Chennai,Groceries,1,89,LocalHub
11375,2026-08-03,Bengaluru,Groceries,3,249,RapidVan
10497,2026-08-03,Pune,Bakery,2,124,CityLogix
12940,2026-08-03,Bengaluru,Baby Care,3,586,SwiftKart
12601,2026-08-03,Hyderabad,Beverages,4,169,RapidVan
10371,2026-08-03,Hyderabad,Baby Care,5,1023,CityLogix
12546,2026-08-03,Pune,Groceries,5,423,RapidVan
11350,2026-08-03,Bengaluru,Bakery,8,613,LocalHub
11182,2026-08-03,Bengaluru,Bakery,1,73,QuickDash
12621,2026-08-03,Bengaluru,Groceries,4,387,QuickDash
12577,2026-08-03,Pune,Beverages,5,257,QuickDash
10478,2026-08-03,Pune,Dairy,8,409,LocalHub
11271,2026-08-03,Chennai,Bakery,5,380,QuickDash
11588,2026-08-03,Pune,Beverages,1,48,CityLogix
12890,2026-08-03,Chennai,Dairy,7,414,SwiftKart
10284,2026-08-03,Chennai,Groceries,2,195,CityLogix
10783,2026-08-03,Pune,Dairy,2,100,LocalHub
10673,2026-08-03,Hyderabad,Personal Care,4,647,QuickDash
10279,2026-08-03,Bengaluru,Frozen Foods,3,359,SwiftKart
10959,2026-08-03,Hyderabad,Snacks,1,61,SwiftKart
12993,2026-08-03,Bengaluru,Bakery,4,308,LocalHub
12332,2026-08-03,Bengaluru,Snacks,5,261,RapidVan
10146,2026-08-03,Bengaluru,Personal Care,2,328,LocalHub
11741,2026-08-03,Hyderabad,Bakery,5,356,LocalHub
10608,2026-08-03,Hyderabad,Frozen Foods,3,396,LocalHub
11982,2026-08-03,Pune,Bakery,8,519,SwiftKart
12208,2026-08-03,Hyderabad,Dairy,6,328,CityLogix
11757,2026-08-03,Pune,Snacks,5,313,RapidVan
12843,2026-08-03,Bengaluru,Household Essentials,5,582,CityLogix
10236,2026-08-03,Pune,Snacks,5,283,LocalHub
11945,2026-08-03,Bengaluru,Snacks,2,118,LocalHub
12830,2026-08-03,Hyderabad,Snacks,1,57,QuickDash
12724,2026-08-03,Bengaluru,Baby Care,7,1298,LocalHub
12720,2026-08-03,Pune,Bakery,5,345,RapidVan
10853,2026-08-03,Pune,Snacks,2,127,LocalHub
11892,2026-08-03,Bengaluru,Bakery,8,607,CityLogix
11881,2026-08-03,Bengaluru,Household Essentials,6,688,CityLogix
12251,2026-08-03,Pune,Household Essentials,4,420,QuickDash
10634,2026-08-03,Chennai,Groceries,4,322,QuickDash
10861,2026-08-03,Pune,Frozen Foods,4,491,QuickDash
10583,2026-08-03,Chennai,Groceries,2,165,LocalHub
12350,2026-08-03,Pune,Baby Care,4,795,SwiftKart
12013,2026-08-03,Chennai,Groceries,37,3357,QuickDash
12832,2026-08-03,Pune,Beverages,5,203,QuickDash
10745,2026-08-03,Pune,Baby Care,3,601,QuickDash
10315,2026-08-03,Bengaluru,Snacks,2,124,CityLogix
12673,2026-08-03,Bengaluru,Household Essentials,1,107,SwiftKart
10990,2026-08-03,Hyderabad,Bakery,4,291,SwiftKart
10310,2026-08-03,Pune,Beverages,5,220,QuickDash
12110,2026-08-03,Chennai,Groceries,4,350,QuickDash
12134,2026-08-03,Bengaluru,Beverages,6,306,LocalHub
12661,2026-08-03,Bengaluru,Snacks,8,540,RapidVan
12135,2026-08-03,Hyderabad,Baby Care,5,985,LocalHub
12370,2026-08-03,Hyderabad,Frozen Foods,2,269,SwiftKart
11627,2026-08-03,Bengaluru,Beverages,1,43,RapidVan
10115,2026-08-03,Chennai,Bakery,8,517,LocalHub
10767,2026-08-03,Bengaluru,Snacks,5,270,SwiftKart
12656,2026-08-03,Bengaluru,Snacks,1,60,CityLogix
12665,2026-08-03,Pune,Dairy,6,359,RapidVan
10755,2026-08-03,Bengaluru,Beverages,8,338,SwiftKart
10332,2026-08-03,Pune,Snacks,5,298,LocalHub
12421,2026-08-03,Hyderabad,Groceries,8,722,QuickDash
13039,2026-08-04,Bengaluru,Dairy,4,240,CityLogix
12782,2026-08-04,Pune,Personal Care,1,151,RapidVan
10490,2026-08-04,Bengaluru,Frozen Foods,7,1026,CityLogix
11885,2026-08-04,Hyderabad,Bakery,3,211,CityLogix
11311,2026-08-04,Pune,Groceries,4,361,CityLogix
12250,2026-08-04,Bengaluru,Snacks,6,343,CityLogix
11171,2026-08-04,Hyderabad,Snacks,1,57,LocalHub
11323,2026-08-04,Chennai,Bakery,5,382,RapidVan
10516,2026-08-04,Chennai,Dairy,4,188,SwiftKart
13083,2026-08-04,Pune,Groceries,3,290,RapidVan
12050,2026-08-04,Bengaluru,Groceries,8,769,SwiftKart
11958,2026-08-04,Hyderabad,Groceries,7,689,CityLogix
10123,2026-08-04,Bengaluru,Household Essentials,8,866,QuickDash
12180,2026-08-04,Chennai,Groceries,7,588,CityLogix
12029,2026-08-04,Bengaluru,Beverages,1,48,CityLogix
12088,2026-08-04,Hyderabad,Personal Care,2,316,CityLogix
12618,2026-08-04,Bengaluru,Personal Care,7,1119,RapidVan
12192,2026-08-04,Bengaluru,Snacks,6,347,RapidVan
10456,2026-08-04,Pune,Groceries,6,513,RapidVan
11992,2026-08-04,Chennai,Personal Care,6,877,LocalHub
12091,2026-08-04,Hyderabad,Baby Care,4,799,SwiftKart
10148,2026-08-04,Hyderabad,Baby Care,6,1235,LocalHub
10799,2026-08-04,Hyderabad,Household Essentials,8,932,LocalHub
12541,2026-08-04,Hyderabad,Dairy,4,218,SwiftKart
10153,2026-08-04,Pune,Household Essentials,1,121,RapidVan
12155,2026-08-04,Chennai,Groceries,6,551,LocalHub
12150,2026-08-04,Bengaluru,Dairy,8,438,RapidVan
12827,2026-08-04,Bengaluru,Personal Care,5,720,LocalHub
10155,2026-08-04,Pune,Dairy,1,53,SwiftKart
12654,2026-08-04,Pune,Groceries,6,549,RapidVan
11340,2026-08-04,Pune,Snacks,1,60,RapidVan
11711,2026-08-04,Pune,Snacks,7,451,CityLogix
11336,2026-08-04,Hyderabad,Dairy,4,223,CityLogix
11696,2026-08-04,Bengaluru,Groceries,1,86,SwiftKart
10274,2026-08-04,Pune,Bakery,5,342,LocalHub
12853,2026-08-04,Hyderabad,Bakery,5,407,RapidVan
11424,2026-08-04,Pune,Groceries,7,666,SwiftKart
11427,2026-08-04,Bengaluru,Personal Care,8,1143,CityLogix
12347,2026-08-04,Chennai,Dairy,4,217,SwiftKart
11432,2026-08-04,Pune,Bakery,2,121,CityLogix
10296,2026-08-04,Bengaluru,Personal Care,8,1324,QuickDash
11390,2026-08-04,Chennai,Groceries,1,81,RapidVan
10299,2026-08-04,Hyderabad,Household Essentials,2,270,SwiftKart
12949,2026-08-04,Bengaluru,Personal Care,8,1289,CityLogix
11623,2026-08-04,Hyderabad,Baby Care,2,390,RapidVan
12641,2026-08-04,Bengaluru,Personal Care,3,486,SwiftKart
12663,2026-08-04,Chennai,Groceries,6,572,LocalHub
11615,2026-08-04,Hyderabad,Groceries,40,3942,LocalHub
11474,2026-08-04,Hyderabad,Baby Care,5,891,SwiftKart
11595,2026-08-04,Chennai,Beverages,1,47,SwiftKart
10565,2026-08-04,Bengaluru,Snacks,1,58,LocalHub
11013,2026-08-04,Pune,Beverages,5,196,QuickDash
12657,2026-08-04,Bengaluru,Dairy,3,169,SwiftKart
11445,2026-08-04,Chennai,Dairy,7,395,LocalHub
11062,2026-08-04,Chennai,Groceries,1,77,QuickDash
12337,2026-08-04,Pune,Frozen Foods,2,292,LocalHub
12319,2026-08-04,Bengaluru,Frozen Foods,4,549,CityLogix
12267,2026-08-04,Hyderabad,Personal Care,1,158,LocalHub
12623,2026-08-04,Pune,Dairy,3,178,LocalHub
10345,2026-08-04,Bengaluru,Snacks,6,302,CityLogix
11352,2026-08-04,Pune,Household Essentials,38,4157,SwiftKart
11814,2026-08-04,Hyderabad,Groceries,3,253,LocalHub
10876,2026-08-04,Chennai,Dairy,2,99,QuickDash
12284,2026-08-04,Chennai,Groceries,3,256,LocalHub
11726,2026-08-04,Hyderabad,Snacks,4,254,RapidVan
10235,2026-08-04,Hyderabad,Beverages,3,114,SwiftKart
12714,2026-08-04,Pune,Bakery,1,64,LocalHub
11750,2026-08-04,Pune,Snacks,2,120,CityLogix
11066,2026-08-04,Bengaluru,Bakery,4,267,SwiftKart
11766,2026-08-04,Bengaluru,Groceries,2,181,CityLogix
13008,2026-08-04,Bengaluru,Snacks,5,313,SwiftKart
10401,2026-08-04,Bengaluru,Snacks,5,269,SwiftKart
10613,2026-08-05,Pune,Baby Care,1,189,RapidVan
10506,2026-08-05,Bengaluru,Dairy,8,413,QuickDash
10735,2026-08-05,Bengaluru,Snacks,4,234,RapidVan
10864,2026-08-05,Bengaluru,Household Essentials,4,505,CityLogix
10740,2026-08-05,Hyderabad,Dairy,6,293,CityLogix
11039,2026-08-05,Chennai,Dairy,8,462,CityLogix
10871,2026-08-05,Hyderabad,Personal Care,2,305,QuickDash
11067,2026-08-05,Pune,Groceries,7,625,SwiftKart
10813,2026-08-05,Hyderabad,Household Essentials,1,131,RapidVan
10891,2026-08-05,Bengaluru,Snacks,4,245,RapidVan
12624,2026-08-05,Bengaluru,Frozen Foods,4,465,RapidVan
10619,2026-08-05,Hyderabad,Groceries,5,465,LocalHub
10759,2026-08-05,Hyderabad,Dairy,7,383,CityLogix
10647,2026-08-05,Chennai,Personal Care,1,143,CityLogix
10578,2026-08-05,Bengaluru,Bakery,7,458,RapidVan
12760,2026-08-05,Chennai,Groceries,5,461,CityLogix
12871,2026-08-05,Pune,Baby Care,1,194,QuickDash
12740,2026-08-05,Bengaluru,Snacks,2,128,CityLogix
10675,2026-08-05,Bengaluru,Personal Care,3,478,LocalHub
10765,2026-08-05,Chennai,Beverages,2,93,QuickDash
12797,2026-08-05,Hyderabad,Household Essentials,1,138,QuickDash
12241,2026-08-05,Chennai,Snacks,5,260,QuickDash
11356,2026-08-05,Chennai,Bakery,7,538,CityLogix
11357,2026-08-05,Chennai,Frozen Foods,7,980,SwiftKart
11937,2026-08-05,Chennai,Groceries,6,587,QuickDash
12220,2026-08-05,Chennai,Baby Care,8,1613,QuickDash
11915,2026-08-05,Hyderabad,Beverages,5,235,RapidVan
10387,2026-08-05,Chennai,Personal Care,5,712,SwiftKart
11909,2026-08-05,Bengaluru,Snacks,3,164,SwiftKart
12238,2026-08-05,Pune,Frozen Foods,2,254,CityLogix
12351,2026-08-05,Bengaluru,Dairy,3,161,CityLogix
11454,2026-08-05,Pune,Groceries,4,376,RapidVan
12253,2026-08-05,Pune,Groceries,2,182,LocalHub
10214,2026-08-05,Hyderabad,Bakery,3,215,RapidVan
11810,2026-08-05,Chennai,Beverages,5,243,LocalHub
12296,2026-08-05,Pune,Groceries,7,670,LocalHub
11344,2026-08-05,Hyderabad,Beverages,6,250,QuickDash
11529,2026-08-05,Chennai,Snacks,5,316,QuickDash
11546,2026-08-05,Hyderabad,Household Essentials,2,237,SwiftKart
10240,2026-08-05,Pune,Groceries,2,144,RapidVan
11555,2026-08-05,Hyderabad,Groceries,4,352,LocalHub
10327,2026-08-05,Bengaluru,Groceries,2,190,RapidVan
12325,2026-08-05,Bengaluru,Snacks,5,294,RapidVan
11599,2026-08-05,Hyderabad,Frozen Foods,8,998,SwiftKart
11612,2026-08-05,Bengaluru,Beverages,3,128,CityLogix
11704,2026-08-05,Pune,Dairy,8,392,LocalHub
10483,2026-08-05,Pune,Household Essentials,8,841,CityLogix
11694,2026-08-05,Pune,Groceries,1,78,QuickDash
12339,2026-08-05,Chennai,Groceries,8,772,CityLogix
11686,2026-08-05,Bengaluru,Bakery,8,508,RapidVan
12358,2026-08-05,Bengaluru,Snacks,3,155,CityLogix
10281,2026-08-05,Chennai,Groceries,3,264,QuickDash
12965,2026-08-05,Chennai,Personal Care,3,521,RapidVan
12915,2026-08-05,Pune,Groceries,4,345,CityLogix
10285,2026-08-05,Hyderabad,Baby Care,2,404,QuickDash
12128,2026-08-05,Bengaluru,Snacks,8,437,RapidVan
12067,2026-08-05,Chennai,Beverages,7,320,LocalHub
10428,2026-08-05,Hyderabad,Household Essentials,1,119,RapidVan
13057,2026-08-05,Pune,Baby Care,2,440,CityLogix
10422,2026-08-05,Bengaluru,Snacks,6,353,QuickDash
12892,2026-08-05,Pune,Beverages,1,40,LocalHub
